"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0002548"	"monocyte chemotaxis"	28	4	1.33	"0.02115"
"GO:0006012"	"galactose metabolic process"	13	3	0.62	"0.02117"
"GO:0007175"	"negative regulation of epidermal growth ..."	13	3	0.62	"0.02117"
"GO:0006596"	"polyamine biosynthetic process"	13	3	0.62	"0.02117"
"GO:0000715"	"nucleotide-excision repair, DNA damage r..."	23	4	1.09	"0.02151"
"GO:1900740"	"positive regulation of protein insertion..."	23	4	1.09	"0.02151"
"GO:0006283"	"transcription-coupled nucleotide-excisio..."	73	8	3.46	"0.02167"
"GO:0007229"	"integrin-mediated signaling pathway"	87	9	4.12	"0.02167"
"GO:0098869"	"cellular oxidant detoxification"	68	7	3.22	"0.02267"
"GO:0060021"	"roof of mouth development"	83	8	3.93	"0.02458"
"GO:0050771"	"negative regulation of axonogenesis"	68	8	3.22	"0.02462"
"GO:0000387"	"spliceosomal snRNP assembly"	37	5	1.75	"0.02482"
"GO:0010243"	"response to organonitrogen compound"	872	44	41.29	"0.02488"
"GO:0045116"	"protein neddylation"	14	3	0.66	"0.02602"
"GO:1903206"	"negative regulation of hydrogen peroxide..."	14	3	0.66	"0.02602"
"GO:2001028"	"positive regulation of endothelial cell ..."	14	3	0.66	"0.02602"
"GO:0043931"	"ossification involved in bone maturation"	14	3	0.66	"0.02602"
"GO:0000902"	"cell morphogenesis"	936	54	44.32	"0.02743"
"GO:0001525"	"angiogenesis"	393	25	18.61	"0.02800"
"GO:0043552"	"positive regulation of phosphatidylinosi..."	25	4	1.18	"0.02853"
"GO:0042542"	"response to hydrogen peroxide"	118	10	5.59	"0.02895"
"GO:0045668"	"negative regulation of osteoblast differ..."	37	5	1.75	"0.02916"
"GO:0046463"	"acylglycerol biosynthetic process"	34	4	1.61	"0.02951"
"GO:0051291"	"protein heterooligomerization"	20	3	0.95	"0.02954"
"GO:0060306"	"regulation of membrane repolarization"	26	3	1.23	"0.02957"
"GO:0051057"	"positive regulation of small GTPase medi..."	60	4	2.84	"0.02962"
"GO:0043489"	"RNA stabilization"	40	3	1.89	"0.02963"
"GO:0070527"	"platelet aggregation"	50	6	2.37	"0.02982"
"GO:0051272"	"positive regulation of cellular componen..."	449	29	21.26	"0.03067"
"GO:0060828"	"regulation of canonical Wnt signaling pa..."	267	20	12.64	"0.03074"
"GO:1990000"	"amyloid fibril formation"	15	3	0.71	"0.03141"
"GO:0071071"	"regulation of phospholipid biosynthetic ..."	15	3	0.71	"0.03141"
"GO:1900118"	"negative regulation of execution phase o..."	15	3	0.71	"0.03141"
"GO:0033630"	"positive regulation of cell adhesion med..."	15	3	0.71	"0.03141"
"GO:0099171"	"presynaptic modulation of chemical synap..."	15	3	0.71	"0.03141"
"GO:0021762"	"substantia nigra development"	38	5	1.8	"0.03232"
"GO:0035735"	"intraciliary transport involved in ciliu..."	38	5	1.8	"0.03232"
"GO:0042771"	"intrinsic apoptotic signaling pathway in..."	43	5	2.04	"0.03246"
"GO:0042311"	"vasodilation"	26	4	1.23	"0.03249"
"GO:0030182"	"neuron differentiation"	1254	71	59.38	"0.03365"
"GO:0050807"	"regulation of synapse organization"	201	21	9.52	"0.03514"
"GO:0009060"	"aerobic respiration"	74	13	3.5	"0.03551"
"GO:0009615"	"response to virus"	249	13	11.79	"0.03588"
"GO:0007218"	"neuropeptide signaling pathway"	66	7	3.13	"0.03591"
"GO:0030326"	"embryonic limb morphogenesis"	106	7	5.02	"0.03593"
"GO:0060292"	"long-term synaptic depression"	29	5	1.37	"0.03712"
"GO:0042474"	"middle ear morphogenesis"	16	3	0.76	"0.03733"
"GO:0043117"	"positive regulation of vascular permeabi..."	16	3	0.76	"0.03733"
"GO:0051444"	"negative regulation of ubiquitin-protein..."	16	3	0.76	"0.03733"
"GO:0032516"	"positive regulation of phosphoprotein ph..."	16	3	0.76	"0.03733"
"GO:0043923"	"positive regulation by host of viral tra..."	16	3	0.76	"0.03733"
"GO:0010447"	"response to acidic pH"	16	3	0.76	"0.03733"
"GO:0006368"	"transcription elongation from RNA polyme..."	79	9	3.74	"0.03785"
"GO:0002576"	"platelet degranulation"	96	9	4.55	"0.03787"
"GO:0014070"	"response to organic cyclic compound"	746	50	35.32	"0.03789"
"GO:0006364"	"rRNA processing"	214	19	10.13	"0.03853"
"GO:1990748"	"cellular detoxification"	75	9	3.55	"0.03967"
"GO:0007160"	"cell-matrix adhesion"	190	18	9	"0.03971"
"GO:1901798"	"positive regulation of signal transducti..."	20	4	0.95	"0.03995"
"GO:0043534"	"blood vessel endothelial cell migration"	97	7	4.59	"0.04003"
"GO:0045778"	"positive regulation of ossification"	80	6	3.79	"0.04005"
"GO:0098884"	"postsynaptic neurotransmitter receptor i..."	18	3	0.85	"0.04006"
"GO:0045143"	"homologous chromosome segregation"	38	3	1.8	"0.04017"
"GO:0001523"	"retinoid metabolic process"	72	7	3.41	"0.04115"
"GO:0071398"	"cellular response to fatty acid"	47	5	2.23	"0.04132"
"GO:0099560"	"synaptic membrane adhesion"	28	4	1.33	"0.04134"
"GO:0071480"	"cellular response to gamma radiation"	28	4	1.33	"0.04134"
"GO:0042476"	"odontogenesis"	101	6	4.78	"0.04164"
"GO:0051592"	"response to calcium ion"	123	8	5.82	"0.04325"
"GO:0072593"	"reactive oxygen species metabolic proces..."	198	14	9.38	"0.04334"
"GO:0035902"	"response to immobilization stress"	17	3	0.8	"0.04378"
"GO:0010801"	"negative regulation of peptidyl-threonin..."	17	3	0.8	"0.04378"
"GO:0086014"	"atrial cardiac muscle cell action potent..."	17	3	0.8	"0.04378"
"GO:0035020"	"regulation of Rac protein signal transdu..."	17	3	0.8	"0.04378"
"GO:0036120"	"cellular response to platelet-derived gr..."	17	3	0.8	"0.04378"
"GO:0031640"	"killing of cells of other organism"	17	3	0.8	"0.04378"
"GO:0045806"	"negative regulation of endocytosis"	39	4	1.85	"0.04378"
"GO:0007265"	"Ras protein signal transduction"	306	21	14.49	"0.04380"
"GO:0045453"	"bone resorption"	52	4	2.46	"0.04389"
"GO:0050731"	"positive regulation of peptidyl-tyrosine..."	137	12	6.49	"0.04411"
"GO:0038096"	"Fc-gamma receptor signaling pathway invo..."	69	7	3.27	"0.04414"
"GO:0006294"	"nucleotide-excision repair, preincision ..."	29	4	1.37	"0.04623"
"GO:0001937"	"negative regulation of endothelial cell ..."	29	4	1.37	"0.04623"
"GO:0010970"	"transport along microtubule"	153	16	7.24	"0.04675"
"GO:0070302"	"regulation of stress-activated protein k..."	196	17	9.28	"0.04683"
"GO:0030593"	"neutrophil chemotaxis"	42	5	1.99	"0.04702"
"GO:0035306"	"positive regulation of dephosphorylation"	47	7	2.23	"0.04706"
"GO:0098743"	"cell aggregation"	17	3	0.8	"0.04726"
"GO:0040034"	"regulation of development, heterochronic"	13	2	0.62	"0.04732"
"GO:0034367"	"protein-containing complex remodeling"	16	2	0.76	"0.04733"
"GO:0050820"	"positive regulation of coagulation"	22	2	1.04	"0.04735"
"GO:2000816"	"negative regulation of mitotic sister ch..."	37	2	1.75	"0.04740"
"GO:0006690"	"icosanoid metabolic process"	71	3	3.36	"0.04745"
"GO:0031109"	"microtubule polymerization or depolymeri..."	107	4	5.07	"0.04751"
"GO:1902680"	"positive regulation of RNA biosynthetic ..."	1322	59	62.6	"0.04774"
"GO:0006979"	"response to oxidative stress"	377	25	17.85	"0.04897"
"GO:1901687"	"glutathione derivative biosynthetic proc..."	18	3	0.85	"0.05074"
"GO:0032211"	"negative regulation of telomere maintena..."	18	3	0.85	"0.05074"
"GO:0036151"	"phosphatidylcholine acyl-chain remodelin..."	18	3	0.85	"0.05074"
"GO:0006607"	"NLS-bearing protein import into nucleus"	18	3	0.85	"0.05074"
"GO:0051050"	"positive regulation of transport"	734	41	34.76	"0.05110"
"GO:0048488"	"synaptic vesicle endocytosis"	60	6	2.84	"0.05116"
"GO:0001952"	"regulation of cell-matrix adhesion"	105	11	4.97	"0.05117"
"GO:2001237"	"negative regulation of extrinsic apoptot..."	90	6	4.26	"0.05163"
"GO:0060038"	"cardiac muscle cell proliferation"	43	5	2.04	"0.05164"
"GO:0048246"	"macrophage chemotaxis"	31	4	1.47	"0.05170"
"GO:0010226"	"response to lithium ion"	19	3	0.9	"0.05177"
"GO:0043524"	"negative regulation of neuron apoptotic ..."	134	11	6.35	"0.05313"
"GO:0048701"	"embryonic cranial skeleton morphogenesis"	44	5	2.08	"0.05563"
"GO:0008360"	"regulation of cell shape"	136	11	6.44	"0.05793"
"GO:0031290"	"retinal ganglion cell axon guidance"	19	3	0.9	"0.05820"
"GO:0035195"	"gene silencing by miRNA"	123	7	5.82	"0.05842"
"GO:0019216"	"regulation of lipid metabolic process"	343	18	16.24	"0.06004"
"GO:2000272"	"negative regulation of signaling recepto..."	45	7	2.13	"0.06200"
"GO:0048863"	"stem cell differentiation"	231	14	10.94	"0.06253"
"GO:0060348"	"bone development"	172	15	8.14	"0.06365"
"GO:0099072"	"regulation of postsynaptic membrane neur..."	63	8	2.98	"0.06397"
"GO:0051702"	"interaction with symbiont"	60	7	2.84	"0.06413"
"GO:0046471"	"phosphatidylglycerol metabolic process"	24	3	1.14	"0.06455"
"GO:0090140"	"regulation of mitochondrial fission"	24	3	1.14	"0.06455"
"GO:0051385"	"response to mineralocorticoid"	26	3	1.23	"0.06457"
"GO:0010717"	"regulation of epithelial to mesenchymal ..."	81	5	3.84	"0.06468"
"GO:2001244"	"positive regulation of intrinsic apoptot..."	46	5	2.18	"0.06510"
"GO:0006605"	"protein targeting"	404	49	19.13	"0.06564"
"GO:0061003"	"positive regulation of dendritic spine m..."	20	3	0.95	"0.06615"
"GO:0071243"	"cellular response to arsenic-containing ..."	20	3	0.95	"0.06615"
"GO:0061337"	"cardiac conduction"	129	11	6.11	"0.06801"
"GO:0006626"	"protein targeting to mitochondrion"	90	8	4.26	"0.06838"
"GO:0038083"	"peptidyl-tyrosine autophosphorylation"	33	4	1.56	"0.06881"
"GO:0006099"	"tricarboxylic acid cycle"	33	4	1.56	"0.06881"
"GO:0051384"	"response to glucocorticoid"	115	11	5.45	"0.06909"
"GO:0051289"	"protein homotetramerization"	47	5	2.23	"0.07015"
"GO:0007507"	"heart development"	489	26	23.15	"0.07030"
"GO:0006464"	"cellular protein modification process"	3474	156	164.5	"0.07060"
"GO:0030316"	"osteoclast differentiation"	71	8	3.36	"0.07382"
"GO:0051893"	"regulation of focal adhesion assembly"	59	6	2.79	"0.07423"
"GO:0031069"	"hair follicle morphogenesis"	21	3	0.99	"0.07457"
"GO:2000352"	"negative regulation of endothelial cell ..."	21	3	0.99	"0.07457"
"GO:0033688"	"regulation of osteoblast proliferation"	21	3	0.99	"0.07457"
"GO:0006293"	"nucleotide-excision repair, preincision ..."	21	3	0.99	"0.07457"
"GO:0006295"	"nucleotide-excision repair, DNA incision..."	21	3	0.99	"0.07457"
"GO:0086091"	"regulation of heart rate by cardiac cond..."	34	4	1.61	"0.07519"
"GO:0007179"	"transforming growth factor beta receptor..."	173	11	8.19	"0.07694"
"GO:0097305"	"response to alcohol"	188	15	8.9	"0.07727"
"GO:0042274"	"ribosomal small subunit biogenesis"	70	9	3.31	"0.07737"
"GO:0097106"	"postsynaptic density organization"	31	5	1.47	"0.07785"
"GO:0021680"	"cerebellar Purkinje cell layer developme..."	25	4	1.18	"0.07801"
"GO:0060219"	"camera-type eye photoreceptor cell diffe..."	20	3	0.95	"0.07817"
"GO:0010640"	"regulation of platelet-derived growth fa..."	20	3	0.95	"0.07817"
"GO:1904666"	"regulation of ubiquitin protein ligase a..."	24	3	1.14	"0.07822"
"GO:1902253"	"regulation of intrinsic apoptotic signal..."	27	3	1.28	"0.07825"
"GO:0072015"	"glomerular visceral epithelial cell deve..."	10	2	0.47	"0.07829"
"GO:0043011"	"myeloid dendritic cell differentiation"	10	2	0.47	"0.07829"
"GO:0046040"	"IMP metabolic process"	10	2	0.47	"0.07829"
"GO:0050930"	"induction of positive chemotaxis"	10	2	0.47	"0.07829"
"GO:0034551"	"mitochondrial respiratory chain complex ..."	10	2	0.47	"0.07829"
"GO:0010919"	"regulation of inositol phosphate biosynt..."	10	2	0.47	"0.07829"
"GO:0006348"	"chromatin silencing at telomere"	10	2	0.47	"0.07829"
"GO:0007256"	"activation of JNKK activity"	10	2	0.47	"0.07829"
"GO:0043650"	"dicarboxylic acid biosynthetic process"	10	2	0.47	"0.07829"
"GO:0036150"	"phosphatidylserine acyl-chain remodeling"	10	2	0.47	"0.07829"
"GO:0048875"	"chemical homeostasis within a tissue"	10	2	0.47	"0.07829"
"GO:0060346"	"bone trabecula formation"	10	2	0.47	"0.07829"
"GO:0075522"	"IRES-dependent viral translational initi..."	10	2	0.47	"0.07829"
"GO:0070486"	"leukocyte aggregation"	10	2	0.47	"0.07829"
"GO:0070142"	"synaptic vesicle budding"	10	2	0.47	"0.07829"
"GO:1903506"	"regulation of nucleic acid-templated tra..."	2872	136	135.99	"0.07870"
"GO:0045471"	"response to ethanol"	95	8	4.5	"0.08070"
"GO:0043525"	"positive regulation of neuron apoptotic ..."	49	5	2.32	"0.08088"
"GO:0032570"	"response to progesterone"	35	4	1.66	"0.08187"
"GO:0060999"	"positive regulation of dendritic spine d..."	42	6	1.99	"0.08279"
"GO:0000717"	"nucleotide-excision repair, DNA duplex u..."	22	3	1.04	"0.08343"
"GO:0008334"	"histone mRNA metabolic process"	22	3	1.04	"0.08343"
"GO:1900745"	"positive regulation of p38MAPK cascade"	22	3	1.04	"0.08343"
"GO:1902905"	"positive regulation of supramolecular fi..."	176	10	8.33	"0.08352"
"GO:0050673"	"epithelial cell proliferation"	321	16	15.2	"0.08380"
"GO:0061098"	"positive regulation of protein tyrosine ..."	50	5	2.37	"0.08655"
"GO:0000186"	"activation of MAPKK activity"	46	6	2.18	"0.08821"
"GO:0001709"	"cell fate determination"	36	4	1.7	"0.08883"
"GO:0032268"	"regulation of cellular protein metabolic..."	2148	120	101.71	"0.08945"
"GO:0045934"	"negative regulation of nucleobase-contai..."	1265	73	59.9	"0.09051"
"GO:0043408"	"regulation of MAPK cascade"	572	37	27.08	"0.09052"
"GO:0040017"	"positive regulation of locomotion"	444	28	21.02	"0.09155"
"GO:0110053"	"regulation of actin filament organizatio..."	232	15	10.99	"0.09200"
"GO:0060491"	"regulation of cell projection assembly"	154	11	7.29	"0.09205"
"GO:0071674"	"mononuclear cell migration"	48	6	2.27	"0.09205"
"GO:0086001"	"cardiac muscle cell action potential"	62	6	2.94	"0.09215"
"GO:0048730"	"epidermis morphogenesis"	23	4	1.09	"0.09217"
"GO:0009991"	"response to extracellular stimulus"	406	22	19.22	"0.09218"
"GO:0000291"	"nuclear-transcribed mRNA catabolic proce..."	35	4	1.66	"0.09225"
"GO:0090659"	"walking behavior"	28	3	1.33	"0.09235"
"GO:1902668"	"negative regulation of axon guidance"	28	3	1.33	"0.09235"
"GO:0002418"	"immune response to tumor cell"	12	2	0.57	"0.09239"
"GO:1902992"	"negative regulation of amyloid precursor..."	16	2	0.76	"0.09241"
"GO:0006740"	"NADPH regeneration"	16	2	0.76	"0.09241"
"GO:0006662"	"glycerol ether metabolic process"	16	2	0.76	"0.09241"
"GO:0071349"	"cellular response to interleukin-12"	39	3	1.85	"0.09243"
"GO:0016056"	"rhodopsin mediated signaling pathway"	18	2	0.85	"0.09243"
"GO:0045682"	"regulation of epidermis development"	64	4	3.03	"0.09245"
"GO:0051654"	"establishment of mitochondrion localizat..."	25	2	1.18	"0.09248"
"GO:0010659"	"cardiac muscle cell apoptotic process"	30	2	1.42	"0.09251"
"GO:0006793"	"phosphorus metabolic process"	2722	152	128.89	"0.09257"
"GO:1903214"	"regulation of protein targeting to mitoc..."	41	4	1.94	"0.09263"
"GO:0002092"	"positive regulation of receptor internal..."	23	3	1.09	"0.09272"
"GO:0006297"	"nucleotide-excision repair, DNA gap fill..."	23	3	1.09	"0.09272"
"GO:0120192"	"tight junction assembly"	62	2	2.94	"0.09273"
"GO:0001954"	"positive regulation of cell-matrix adhes..."	46	4	2.18	"0.09275"
"GO:0034637"	"cellular carbohydrate biosynthetic proce..."	73	5	3.46	"0.09276"
"GO:0051044"	"positive regulation of membrane protein ..."	11	2	0.52	"0.09278"
"GO:0070886"	"positive regulation of calcineurin-NFAT ..."	11	2	0.52	"0.09278"
"GO:0099550"	"trans-synaptic signaling, modulating syn..."	11	2	0.52	"0.09278"
"GO:0099519"	"dense core granule cytoskeletal transpor..."	11	2	0.52	"0.09278"
"GO:0010649"	"regulation of cell communication by elec..."	11	2	0.52	"0.09278"
"GO:0038180"	"nerve growth factor signaling pathway"	11	2	0.52	"0.09278"
"GO:0072584"	"caveolin-mediated endocytosis"	11	2	0.52	"0.09278"
"GO:0001886"	"endothelial cell morphogenesis"	11	2	0.52	"0.09278"
"GO:0035331"	"negative regulation of hippo signaling"	11	2	0.52	"0.09278"
"GO:0072677"	"eosinophil migration"	11	2	0.52	"0.09278"
"GO:0021527"	"spinal cord association neuron different..."	11	2	0.52	"0.09278"
"GO:0031630"	"regulation of synaptic vesicle fusion to..."	11	2	0.52	"0.09278"
"GO:0051974"	"negative regulation of telomerase activi..."	11	2	0.52	"0.09278"
"GO:1905383"	"protein localization to presynapse"	11	2	0.52	"0.09278"
"GO:1903651"	"positive regulation of cytoplasmic trans..."	11	2	0.52	"0.09278"
"GO:0031915"	"positive regulation of synaptic plastici..."	11	2	0.52	"0.09278"
"GO:0098974"	"postsynaptic actin cytoskeleton organiza..."	11	2	0.52	"0.09278"
"GO:0042100"	"B cell proliferation"	55	4	2.6	"0.09280"
"GO:0018394"	"peptidyl-lysine acetylation"	158	6	7.48	"0.09281"
"GO:0046323"	"glucose import"	55	3	2.6	"0.09305"
"GO:0051303"	"establishment of chromosome localization"	70	3	3.31	"0.09324"
"GO:0006296"	"nucleotide-excision repair, DNA incision..."	37	4	1.75	"0.09606"
"GO:1901215"	"negative regulation of neuron death"	182	16	8.62	"0.10117"
"GO:0050434"	"positive regulation of viral transcripti..."	40	6	1.89	"0.10157"
"GO:0042755"	"eating behavior"	24	3	1.14	"0.10241"
"GO:0021987"	"cerebral cortex development"	106	7	5.02	"0.10259"
"GO:0022900"	"electron transport chain"	150	24	7.1	"0.10321"
"GO:0007528"	"neuromuscular junction development"	48	5	2.27	"0.10332"
"GO:0043154"	"negative regulation of cysteine-type end..."	69	6	3.27	"0.10764"
"GO:0042795"	"snRNA transcription by RNA polymerase II"	69	6	3.27	"0.10764"
"GO:1901626"	"regulation of postsynaptic membrane orga..."	12	2	0.57	"0.10796"
"GO:0050746"	"regulation of lipoprotein metabolic proc..."	12	2	0.57	"0.10796"
"GO:1903025"	"regulation of RNA polymerase II regulato..."	12	2	0.57	"0.10796"
"GO:2000302"	"positive regulation of synaptic vesicle ..."	12	2	0.57	"0.10796"
"GO:0051770"	"positive regulation of nitric-oxide synt..."	12	2	0.57	"0.10796"
"GO:0010935"	"regulation of macrophage cytokine produc..."	12	2	0.57	"0.10796"
"GO:0018119"	"peptidyl-cysteine S-nitrosylation"	12	2	0.57	"0.10796"
"GO:0021702"	"cerebellar Purkinje cell differentiation"	12	2	0.57	"0.10796"
"GO:0071679"	"commissural neuron axon guidance"	12	2	0.57	"0.10796"
"GO:0032968"	"positive regulation of transcription elo..."	12	2	0.57	"0.10796"
"GO:0150105"	"protein localization to cell-cell juncti..."	12	2	0.57	"0.10796"
"GO:0006691"	"leukotriene metabolic process"	12	2	0.57	"0.10796"
"GO:0060192"	"negative regulation of lipase activity"	12	2	0.57	"0.10796"
"GO:0060143"	"positive regulation of syncytium formati..."	12	2	0.57	"0.10796"
"GO:0030198"	"extracellular matrix organization"	320	26	15.15	"0.10902"
"GO:0010976"	"positive regulation of neuron projection..."	268	21	12.69	"0.11139"
"GO:0006936"	"muscle contraction"	276	15	13.07	"0.11153"
"GO:0001822"	"kidney development"	249	17	11.79	"0.11168"
"GO:1902600"	"proton transmembrane transport"	104	9	4.92	"0.11174"
"GO:0042552"	"myelination"	123	7	5.82	"0.11180"
"GO:0003407"	"neural retina development"	66	6	3.13	"0.11205"
"GO:0017145"	"stem cell division"	40	4	1.89	"0.11237"
"GO:0070509"	"calcium ion import"	65	5	3.08	"0.11244"
"GO:0030206"	"chondroitin sulfate biosynthetic process"	25	3	1.18	"0.11249"
"GO:0045992"	"negative regulation of embryonic develop..."	25	3	1.18	"0.11249"
"GO:0030324"	"lung development"	156	11	7.39	"0.11272"
"GO:2001252"	"positive regulation of chromosome organi..."	165	9	7.81	"0.11274"
"GO:0045184"	"establishment of protein localization"	1812	122	85.8	"0.11550"
"GO:0051491"	"positive regulation of filopodium assemb..."	26	3	1.23	"0.12292"
"GO:0070911"	"global genome nucleotide-excision repair"	26	3	1.23	"0.12292"
"GO:0061621"	"canonical glycolysis"	26	3	1.23	"0.12292"
"GO:0006884"	"cell volume homeostasis"	26	3	1.23	"0.12292"
"GO:0001958"	"endochondral ossification"	26	3	1.23	"0.12292"
"GO:0048844"	"artery morphogenesis"	53	4	2.51	"0.12304"
"GO:0046685"	"response to arsenic-containing substance"	33	5	1.56	"0.12306"
"GO:0000266"	"mitochondrial fission"	37	5	1.75	"0.12312"
"GO:0021895"	"cerebral cortex neuron differentiation"	23	3	1.09	"0.12356"
"GO:0035635"	"entry of bacterium into host cell"	13	2	0.62	"0.12373"
"GO:1904996"	"positive regulation of leukocyte adhesio..."	13	2	0.62	"0.12373"
"GO:0090239"	"regulation of histone H4 acetylation"	13	2	0.62	"0.12373"
"GO:0030207"	"chondroitin sulfate catabolic process"	13	2	0.62	"0.12373"
"GO:0046940"	"nucleoside monophosphate phosphorylation"	13	2	0.62	"0.12373"
"GO:0051004"	"regulation of lipoprotein lipase activit..."	13	2	0.62	"0.12373"
"GO:0099640"	"axo-dendritic protein transport"	13	2	0.62	"0.12373"
"GO:1900452"	"regulation of long-term synaptic depress..."	13	2	0.62	"0.12373"
"GO:0042359"	"vitamin D metabolic process"	13	2	0.62	"0.12373"
"GO:0071474"	"cellular hyperosmotic response"	13	2	0.62	"0.12373"
"GO:0033151"	"V(D)J recombination"	13	2	0.62	"0.12373"
"GO:0034244"	"negative regulation of transcription elo..."	13	2	0.62	"0.12373"
"GO:0071236"	"cellular response to antibiotic"	13	2	0.62	"0.12373"
"GO:0072578"	"neurotransmitter-gated ion channel clust..."	13	2	0.62	"0.12373"
"GO:0043517"	"positive regulation of DNA damage respon..."	13	2	0.62	"0.12373"
"GO:0098712"	"L-glutamate import across plasma membran..."	13	2	0.62	"0.12373"
"GO:0042559"	"pteridine-containing compound biosynthet..."	13	2	0.62	"0.12373"
"GO:0036152"	"phosphatidylethanolamine acyl-chain remo..."	13	2	0.62	"0.12373"
"GO:0016114"	"terpenoid biosynthetic process"	13	2	0.62	"0.12373"
"GO:0009312"	"oligosaccharide biosynthetic process"	13	2	0.62	"0.12373"
"GO:0051923"	"sulfation"	13	2	0.62	"0.12373"
"GO:0009437"	"carnitine metabolic process"	13	2	0.62	"0.12373"
"GO:0015801"	"aromatic amino acid transport"	13	2	0.62	"0.12373"
"GO:0014009"	"glial cell proliferation"	38	3	1.8	"0.12380"
"GO:0051100"	"negative regulation of binding"	144	8	6.82	"0.12380"
"GO:2000059"	"negative regulation of ubiquitin-depende..."	46	3	2.18	"0.12392"
"GO:0051965"	"positive regulation of synapse assembly"	56	5	2.65	"0.12473"
"GO:0043087"	"regulation of GTPase activity"	418	24	19.79	"0.12637"
