"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0060828"	"regulation of canonical Wnt signaling pa..."	267	23	12.54	"0.02970"
"GO:0035148"	"tube formation"	141	14	6.62	"0.03010"
"GO:0043149"	"stress fiber assembly"	92	10	4.32	"0.03032"
"GO:1990000"	"amyloid fibril formation"	15	3	0.7	"0.03076"
"GO:0070734"	"histone H3-K27 methylation"	15	3	0.7	"0.03076"
"GO:0099509"	"regulation of presynaptic cytosolic calc..."	15	3	0.7	"0.03076"
"GO:0042423"	"catecholamine biosynthetic process"	15	3	0.7	"0.03076"
"GO:0033262"	"regulation of nuclear cell cycle DNA rep..."	15	3	0.7	"0.03076"
"GO:0098719"	"sodium ion import across plasma membrane"	15	3	0.7	"0.03076"
"GO:0042537"	"benzene-containing compound metabolic pr..."	15	3	0.7	"0.03076"
"GO:0060026"	"convergent extension"	15	3	0.7	"0.03076"
"GO:2000738"	"positive regulation of stem cell differe..."	15	3	0.7	"0.03076"
"GO:2000811"	"negative regulation of anoikis"	15	3	0.7	"0.03076"
"GO:0045723"	"positive regulation of fatty acid biosyn..."	15	3	0.7	"0.03076"
"GO:0099171"	"presynaptic modulation of chemical synap..."	15	3	0.7	"0.03076"
"GO:1901655"	"cellular response to ketone"	86	10	4.04	"0.03115"
"GO:0007528"	"neuromuscular junction development"	48	6	2.25	"0.03126"
"GO:0010506"	"regulation of autophagy"	319	19	14.98	"0.03131"
"GO:0048844"	"artery morphogenesis"	53	6	2.49	"0.03155"
"GO:0071526"	"semaphorin-plexin signaling pathway"	39	5	1.83	"0.03161"
"GO:0051491"	"positive regulation of filopodium assemb..."	26	4	1.22	"0.03167"
"GO:0007268"	"chemical synaptic transmission"	635	43	29.83	"0.03196"
"GO:0048856"	"anatomical structure development"	4639	299	217.89	"0.03400"
"GO:0051129"	"negative regulation of cellular componen..."	623	45	29.26	"0.03446"
"GO:0098742"	"cell-cell adhesion via plasma-membrane a..."	230	22	10.8	"0.03521"
"GO:2000179"	"positive regulation of neural precursor ..."	48	6	2.25	"0.03566"
"GO:0001782"	"B cell homeostasis"	27	4	1.27	"0.03584"
"GO:0071901"	"negative regulation of protein serine/th..."	119	7	5.59	"0.03609"
"GO:0006775"	"fat-soluble vitamin metabolic process"	32	5	1.5	"0.03638"
"GO:1905332"	"positive regulation of morphogenesis of ..."	32	5	1.5	"0.03638"
"GO:0099558"	"maintenance of synapse structure"	16	3	0.75	"0.03657"
"GO:0043117"	"positive regulation of vascular permeabi..."	16	3	0.75	"0.03657"
"GO:0071625"	"vocalization behavior"	16	3	0.75	"0.03657"
"GO:0030033"	"microvillus assembly"	16	3	0.75	"0.03657"
"GO:0010447"	"response to acidic pH"	16	3	0.75	"0.03657"
"GO:0008543"	"fibroblast growth factor receptor signal..."	95	9	4.46	"0.03694"
"GO:0060412"	"ventricular septum morphogenesis"	40	5	1.88	"0.03811"
"GO:0007167"	"enzyme linked receptor protein signaling..."	888	67	41.71	"0.03869"
"GO:0085029"	"extracellular matrix assembly"	40	6	1.88	"0.03924"
"GO:0098884"	"postsynaptic neurotransmitter receptor i..."	18	4	0.85	"0.03935"
"GO:0022037"	"metencephalon development"	102	7	4.79	"0.03946"
"GO:0061041"	"regulation of wound healing"	107	7	5.03	"0.03949"
"GO:0035136"	"forelimb morphogenesis"	34	3	1.6	"0.03956"
"GO:0071480"	"cellular response to gamma radiation"	28	4	1.32	"0.04032"
"GO:0050794"	"regulation of cellular process"	8468	425	397.74	"0.04134"
"GO:0001508"	"action potential"	119	15	5.59	"0.04164"
"GO:0030335"	"positive regulation of cell migration"	418	35	19.63	"0.04217"
"GO:0045197"	"establishment or maintenance of epitheli..."	39	6	1.83	"0.04256"
"GO:0043154"	"negative regulation of cysteine-type end..."	69	7	3.24	"0.04257"
"GO:2000249"	"regulation of actin cytoskeleton reorgan..."	32	4	1.5	"0.04285"
"GO:0030220"	"platelet formation"	17	3	0.8	"0.04290"
"GO:0035020"	"regulation of Rac protein signal transdu..."	17	3	0.8	"0.04290"
"GO:0010954"	"positive regulation of protein processin..."	17	3	0.8	"0.04290"
"GO:0030903"	"notochord development"	17	3	0.8	"0.04290"
"GO:0006491"	"N-glycan processing"	17	3	0.8	"0.04290"
"GO:0007213"	"G protein-coupled acetylcholine receptor..."	17	3	0.8	"0.04290"
"GO:0031664"	"regulation of lipopolysaccharide-mediate..."	17	3	0.8	"0.04290"
"GO:0060563"	"neuroepithelial cell differentiation"	44	4	2.07	"0.04295"
"GO:0001756"	"somitogenesis"	55	6	2.58	"0.04328"
"GO:0007163"	"establishment or maintenance of cell pol..."	196	21	9.21	"0.04336"
"GO:0031032"	"actomyosin structure organization"	165	15	7.75	"0.04405"
"GO:0045824"	"negative regulation of innate immune res..."	41	6	1.93	"0.04477"
"GO:0008089"	"anterograde axonal transport"	47	6	2.21	"0.04483"
"GO:0001937"	"negative regulation of endothelial cell ..."	29	4	1.36	"0.04509"
"GO:0097485"	"neuron projection guidance"	263	20	12.35	"0.04645"
"GO:0035088"	"establishment or maintenance of apical/b..."	42	8	1.97	"0.04658"
"GO:0070302"	"regulation of stress-activated protein k..."	196	15	9.21	"0.04660"
"GO:0031109"	"microtubule polymerization or depolymeri..."	107	10	5.03	"0.04666"
"GO:0035306"	"positive regulation of dephosphorylation"	47	6	2.21	"0.04675"
"GO:0006690"	"icosanoid metabolic process"	71	6	3.33	"0.04684"
"GO:0098743"	"cell aggregation"	17	3	0.8	"0.04688"
"GO:0002792"	"negative regulation of peptide secretion"	68	5	3.19	"0.04690"
"GO:0071604"	"transforming growth factor beta producti..."	29	3	1.36	"0.04692"
"GO:0014841"	"skeletal muscle satellite cell prolifera..."	12	2	0.56	"0.04693"
"GO:0072243"	"metanephric nephron epithelium developme..."	20	2	0.94	"0.04696"
"GO:0051882"	"mitochondrial depolarization"	20	2	0.94	"0.04696"
"GO:0014741"	"negative regulation of muscle hypertroph..."	21	2	0.99	"0.04697"
"GO:0050820"	"positive regulation of coagulation"	22	2	1.03	"0.04697"
"GO:0014897"	"striated muscle hypertrophy"	68	4	3.19	"0.04698"
"GO:1904030"	"negative regulation of cyclin-dependent ..."	28	2	1.32	"0.04699"
"GO:0045595"	"regulation of cell differentiation"	1538	115	72.24	"0.04714"
"GO:0001944"	"vasculature development"	573	45	26.91	"0.04853"
"GO:0051050"	"positive regulation of transport"	734	48	34.48	"0.04921"
"GO:0006509"	"membrane protein ectodomain proteolysis"	36	5	1.69	"0.04951"
"GO:0042552"	"myelination"	123	9	5.78	"0.04970"
"GO:0050715"	"positive regulation of cytokine secretio..."	18	3	0.85	"0.04974"
"GO:0007398"	"ectoderm development"	18	3	0.85	"0.04974"
"GO:0032211"	"negative regulation of telomere maintena..."	18	3	0.85	"0.04974"
"GO:0031293"	"membrane protein intracellular domain pr..."	18	3	0.85	"0.04974"
"GO:0036151"	"phosphatidylcholine acyl-chain remodelin..."	18	3	0.85	"0.04974"
"GO:0090050"	"positive regulation of cell migration in..."	18	3	0.85	"0.04974"
"GO:0045109"	"intermediate filament organization"	18	3	0.85	"0.04974"
"GO:0050885"	"neuromuscular process controlling balanc..."	43	5	2.02	"0.04978"
"GO:0007422"	"peripheral nervous system development"	66	7	3.1	"0.04985"
"GO:0006903"	"vesicle targeting"	89	5	4.18	"0.05000"
"GO:0001952"	"regulation of cell-matrix adhesion"	105	13	4.93	"0.05012"
"GO:0099504"	"synaptic vesicle cycle"	192	17	9.02	"0.05013"
"GO:0032922"	"circadian regulation of gene expression"	57	6	2.68	"0.05015"
"GO:1900026"	"positive regulation of substrate adhesio..."	30	4	1.41	"0.05017"
"GO:0050870"	"positive regulation of T cell activation"	140	11	6.58	"0.05067"
"GO:0060038"	"cardiac muscle cell proliferation"	43	6	2.02	"0.05074"
"GO:2000107"	"negative regulation of leukocyte apoptot..."	34	5	1.6	"0.05082"
"GO:1903053"	"regulation of extracellular matrix organ..."	35	4	1.64	"0.05098"
"GO:0086013"	"membrane repolarization during cardiac m..."	19	3	0.89	"0.05102"
"GO:0009067"	"aspartate family amino acid biosynthetic..."	20	3	0.94	"0.05102"
"GO:0071295"	"cellular response to vitamin"	24	3	1.13	"0.05105"
"GO:1903428"	"positive regulation of reactive oxygen s..."	38	3	1.78	"0.05115"
"GO:0014070"	"response to organic cyclic compound"	746	55	35.04	"0.05137"
"GO:0048701"	"embryonic cranial skeleton morphogenesis"	44	5	2.07	"0.05408"
"GO:0030182"	"neuron differentiation"	1254	98	58.9	"0.05411"
"GO:0007156"	"homophilic cell adhesion via plasma memb..."	152	12	7.14	"0.05434"
"GO:0033674"	"positive regulation of kinase activity"	513	38	24.1	"0.05489"
"GO:0007566"	"embryo implantation"	42	6	1.97	"0.05515"
"GO:0042908"	"xenobiotic transport"	31	4	1.46	"0.05555"
"GO:0010470"	"regulation of gastrulation"	31	4	1.46	"0.05555"
"GO:0048041"	"focal adhesion assembly"	78	10	3.66	"0.05611"
"GO:0031532"	"actin cytoskeleton reorganization"	91	10	4.27	"0.05673"
"GO:0019320"	"hexose catabolic process"	51	6	2.4	"0.05673"
"GO:0035195"	"gene silencing by miRNA"	123	8	5.78	"0.05704"
"GO:0003254"	"regulation of membrane depolarization"	38	4	1.78	"0.05704"
"GO:0046628"	"positive regulation of insulin receptor ..."	19	3	0.89	"0.05707"
"GO:0003151"	"outflow tract morphogenesis"	68	8	3.19	"0.05797"
"GO:0022408"	"negative regulation of cell-cell adhesio..."	130	10	6.11	"0.05826"
"GO:0008347"	"glial cell migration"	45	5	2.11	"0.05860"
"GO:0060041"	"retina development in camera-type eye"	133	14	6.25	"0.06159"
"GO:0099072"	"regulation of postsynaptic membrane neur..."	63	9	2.96	"0.06286"
"GO:0070168"	"negative regulation of biomineral tissue..."	19	6	0.89	"0.06304"
"GO:0003203"	"endocardial cushion morphogenesis"	32	5	1.5	"0.06333"
"GO:0051492"	"regulation of stress fiber assembly"	77	7	3.62	"0.06335"
"GO:0046471"	"phosphatidylglycerol metabolic process"	24	4	1.13	"0.06345"
"GO:1901799"	"negative regulation of proteasomal prote..."	52	5	2.44	"0.06350"
"GO:0043543"	"protein acylation"	223	13	10.47	"0.06351"
"GO:0072202"	"cell differentiation involved in metanep..."	21	3	0.99	"0.06361"
"GO:0048261"	"negative regulation of receptor-mediated..."	22	3	1.03	"0.06361"
"GO:0006469"	"negative regulation of protein kinase ac..."	205	18	9.63	"0.06362"
"GO:0042698"	"ovulation cycle"	60	7	2.82	"0.06434"
"GO:0072332"	"intrinsic apoptotic signaling pathway by..."	72	7	3.38	"0.06448"
"GO:0048675"	"axon extension"	119	9	5.59	"0.06453"
"GO:0014911"	"positive regulation of smooth muscle cel..."	35	4	1.64	"0.06480"
"GO:0061003"	"positive regulation of dendritic spine m..."	20	3	0.94	"0.06488"
"GO:0008090"	"retrograde axonal transport"	20	3	0.94	"0.06488"
"GO:0007095"	"mitotic G2 DNA damage checkpoint"	20	3	0.94	"0.06488"
"GO:0016082"	"synaptic vesicle priming"	20	3	0.94	"0.06488"
"GO:0006541"	"glutamine metabolic process"	20	3	0.94	"0.06488"
"GO:1903779"	"regulation of cardiac conduction"	61	6	2.87	"0.06577"
"GO:0010765"	"positive regulation of sodium ion transp..."	33	4	1.55	"0.06720"
"GO:0006099"	"tricarboxylic acid cycle"	33	4	1.55	"0.06720"
"GO:1905606"	"regulation of presynapse assembly"	33	4	1.55	"0.06720"
"GO:0050769"	"positive regulation of neurogenesis"	435	38	20.43	"0.06869"
"GO:0071230"	"cellular response to amino acid stimulus"	62	6	2.91	"0.07008"
"GO:0010951"	"negative regulation of endopeptidase act..."	151	15	7.09	"0.07094"
"GO:0006974"	"cellular response to DNA damage stimulus"	765	43	35.93	"0.07214"
"GO:0035307"	"positive regulation of protein dephospho..."	37	4	1.74	"0.07308"
"GO:0099645"	"neurotransmitter receptor localization t..."	21	3	0.99	"0.07315"
"GO:0014912"	"negative regulation of smooth muscle cel..."	21	3	0.99	"0.07315"
"GO:0086091"	"regulation of heart rate by cardiac cond..."	34	4	1.6	"0.07346"
"GO:0006605"	"protein targeting"	404	19	18.98	"0.07430"
"GO:2001237"	"negative regulation of extrinsic apoptot..."	90	7	4.23	"0.07466"
"GO:0030278"	"regulation of ossification"	166	20	7.8	"0.07484"
"GO:1903506"	"regulation of nucleic acid-templated tra..."	2872	141	134.9	"0.07590"
"GO:0001701"	"in utero embryonic development"	339	17	15.92	"0.07646"
"GO:2000279"	"negative regulation of DNA biosynthetic ..."	33	5	1.55	"0.07677"
"GO:0014902"	"myotube differentiation"	76	7	3.57	"0.07677"
"GO:0040029"	"regulation of gene expression, epigeneti..."	130	9	6.11	"0.07689"
"GO:0010640"	"regulation of platelet-derived growth fa..."	20	3	0.94	"0.07708"
"GO:2001135"	"regulation of endocytic recycling"	10	2	0.47	"0.07719"
"GO:0000212"	"meiotic spindle organization"	10	2	0.47	"0.07719"
"GO:1901660"	"calcium ion export"	10	2	0.47	"0.07719"
"GO:0060742"	"epithelial cell differentiation involved..."	10	2	0.47	"0.07719"
"GO:0060736"	"prostate gland growth"	10	2	0.47	"0.07719"
"GO:0010713"	"negative regulation of collagen metaboli..."	10	2	0.47	"0.07719"
"GO:1902946"	"protein localization to early endosome"	10	2	0.47	"0.07719"
"GO:1900116"	"extracellular negative regulation of sig..."	10	2	0.47	"0.07719"
"GO:0033148"	"positive regulation of intracellular est..."	10	2	0.47	"0.07719"
"GO:0046040"	"IMP metabolic process"	10	2	0.47	"0.07719"
"GO:1900272"	"negative regulation of long-term synapti..."	10	2	0.47	"0.07719"
"GO:0061299"	"retina vasculature morphogenesis in came..."	10	2	0.47	"0.07719"
"GO:0050930"	"induction of positive chemotaxis"	10	2	0.47	"0.07719"
"GO:0038166"	"angiotensin-activated signaling pathway"	10	2	0.47	"0.07719"
"GO:0072520"	"seminiferous tubule development"	10	2	0.47	"0.07719"
"GO:0048251"	"elastic fiber assembly"	10	2	0.47	"0.07719"
"GO:0007220"	"Notch receptor processing"	10	2	0.47	"0.07719"
"GO:0051549"	"positive regulation of keratinocyte migr..."	10	2	0.47	"0.07719"
"GO:0036150"	"phosphatidylserine acyl-chain remodeling"	10	2	0.47	"0.07719"
"GO:0036159"	"inner dynein arm assembly"	10	2	0.47	"0.07719"
"GO:0048875"	"chemical homeostasis within a tissue"	10	2	0.47	"0.07719"
"GO:0045217"	"cell-cell junction maintenance"	10	2	0.47	"0.07719"
