"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Statistics"
"GO:0021559"	"trigeminal nerve development"	10	3	0.31	"0.00297"
"GO:0021936"	"regulation of cerebellar granule cell pr..."	10	3	0.31	"0.00297"
"GO:0060346"	"bone trabecula formation"	10	3	0.31	"0.00297"
"GO:0031223"	"auditory behavior"	10	3	0.31	"0.00297"
"GO:0001708"	"cell fate specification"	73	9	2.25	"0.00307"
"GO:2000310"	"regulation of NMDA receptor activity"	33	5	1.02	"0.00316"
"GO:0007193"	"adenylate cyclase-inhibiting G protein-c..."	64	7	1.97	"0.00344"
"GO:0030049"	"muscle filament sliding"	21	4	0.65	"0.00351"
"GO:0007507"	"heart development"	480	29	14.8	"0.00362"
"GO:0007601"	"visual perception"	154	12	4.75	"0.00378"
"GO:1901889"	"negative regulation of cell junction ass..."	27	5	0.83	"0.00395"
"GO:0033198"	"response to ATP"	29	4	0.89	"0.00398"
"GO:0001886"	"endothelial cell morphogenesis"	11	3	0.34	"0.00399"
"GO:0021527"	"spinal cord association neuron different..."	11	3	0.34	"0.00399"
"GO:1900025"	"negative regulation of substrate adhesio..."	11	3	0.34	"0.00399"
"GO:0031630"	"regulation of synaptic vesicle fusion to..."	11	3	0.34	"0.00399"
"GO:0060394"	"negative regulation of pathway-restricte..."	11	3	0.34	"0.00399"
"GO:0002093"	"auditory receptor cell morphogenesis"	11	3	0.34	"0.00399"
"GO:0048266"	"behavioral response to pain"	11	3	0.34	"0.00399"
"GO:0042362"	"fat-soluble vitamin biosynthetic process"	11	3	0.34	"0.00399"
"GO:0042340"	"keratan sulfate catabolic process"	11	3	0.34	"0.00399"
"GO:0001709"	"cell fate determination"	35	5	1.08	"0.00412"
"GO:2000826"	"regulation of heart morphogenesis"	35	5	1.08	"0.00417"
"GO:0071425"	"hematopoietic stem cell proliferation"	23	4	0.71	"0.00495"
"GO:0097191"	"extrinsic apoptotic signaling pathway"	191	9	5.89	"0.00496"
"GO:0099504"	"synaptic vesicle cycle"	191	14	5.89	"0.00500"
"GO:0090090"	"negative regulation of canonical Wnt sig..."	165	12	5.09	"0.00509"
"GO:0032963"	"collagen metabolic process"	76	7	2.34	"0.00513"
"GO:2000302"	"positive regulation of synaptic vesicle ..."	12	3	0.37	"0.00520"
"GO:0060033"	"anatomical structure regression"	12	3	0.37	"0.00520"
"GO:0007171"	"activation of transmembrane receptor pro..."	12	3	0.37	"0.00520"
"GO:0010002"	"cardioblast differentiation"	14	4	0.43	"0.00541"
"GO:0042476"	"odontogenesis"	97	10	2.99	"0.00561"
"GO:0048663"	"neuron fate commitment"	50	7	1.54	"0.00569"
"GO:0003407"	"neural retina development"	65	7	2	"0.00571"
"GO:0009612"	"response to mechanical stimulus"	165	15	5.09	"0.00619"
"GO:0022407"	"regulation of cell-cell adhesion"	297	15	9.16	"0.00646"
"GO:0070509"	"calcium ion import"	64	8	1.97	"0.00657"
"GO:0043518"	"negative regulation of DNA damage respon..."	13	3	0.4	"0.00661"
"GO:0009415"	"response to water"	13	3	0.4	"0.00661"
"GO:0003180"	"aortic valve morphogenesis"	25	4	0.77	"0.00674"
"GO:0032731"	"positive regulation of interleukin-1 bet..."	25	4	0.77	"0.00674"
"GO:0006874"	"cellular calcium ion homeostasis"	319	22	9.84	"0.00693"
"GO:0042462"	"eye photoreceptor cell development"	26	4	0.8	"0.00777"
"GO:0007628"	"adult walking behavior"	26	4	0.8	"0.00777"
"GO:1902904"	"negative regulation of supramolecular fi..."	124	7	3.82	"0.00818"
"GO:0042136"	"neurotransmitter biosynthetic process"	14	3	0.43	"0.00822"
"GO:1903729"	"regulation of plasma membrane organizati..."	14	3	0.43	"0.00822"
"GO:0001845"	"phagolysosome assembly"	14	3	0.43	"0.00822"
"GO:0003215"	"cardiac right ventricle morphogenesis"	14	3	0.43	"0.00822"
"GO:0097094"	"craniofacial suture morphogenesis"	14	3	0.43	"0.00822"
"GO:0006936"	"muscle contraction"	267	21	8.23	"0.00822"
"GO:0009636"	"response to toxic substance"	177	12	5.46	"0.00862"
"GO:0060021"	"roof of mouth development"	79	7	2.44	"0.00863"
"GO:0031960"	"response to corticosteroid"	127	8	3.92	"0.00882"
"GO:0003338"	"metanephros morphogenesis"	29	4	0.89	"0.00886"
"GO:0001937"	"negative regulation of endothelial cell ..."	27	4	0.83	"0.00891"
"GO:0050885"	"neuromuscular process controlling balanc..."	42	5	1.29	"0.00905"
"GO:0010812"	"negative regulation of cell-substrate ad..."	51	9	1.57	"0.00971"
"GO:0035902"	"response to immobilization stress"	15	3	0.46	"0.01004"
"GO:0099509"	"regulation of presynaptic cytosolic calc..."	15	3	0.46	"0.01004"
"GO:0060973"	"cell migration involved in heart develop..."	15	3	0.46	"0.01004"
"GO:0072378"	"blood coagulation, fibrin clot formation"	15	3	0.46	"0.01004"
"GO:0098719"	"sodium ion import across plasma membrane"	15	3	0.46	"0.01004"
"GO:0070268"	"cornification"	28	4	0.86	"0.01014"
"GO:0001501"	"skeletal system development"	401	35	12.36	"0.01022"
"GO:2000272"	"negative regulation of signaling recepto..."	44	5	1.36	"0.01099"
"GO:0007204"	"positive regulation of cytosolic calcium..."	210	13	6.47	"0.01128"
"GO:0019228"	"neuronal action potential"	29	4	0.89	"0.01149"
"GO:0001569"	"branching involved in blood vessel morph..."	29	4	0.89	"0.01149"
"GO:0014059"	"regulation of dopamine secretion"	29	4	0.89	"0.01149"
"GO:0030335"	"positive regulation of cell migration"	413	20	12.73	"0.01193"
"GO:0006508"	"proteolysis"	1384	38	42.67	"0.01205"
"GO:0071625"	"vocalization behavior"	16	3	0.49	"0.01208"
"GO:0051797"	"regulation of hair follicle development"	16	3	0.49	"0.01208"
"GO:0048880"	"sensory system development"	330	22	10.17	"0.01246"
"GO:0002062"	"chondrocyte differentiation"	88	9	2.71	"0.01259"
"GO:0002027"	"regulation of heart rate"	80	7	2.47	"0.01278"
"GO:0051602"	"response to electrical stimulus"	30	4	0.92	"0.01294"
"GO:0061037"	"negative regulation of cartilage develop..."	23	5	0.71	"0.01294"
"GO:0045600"	"positive regulation of fat cell differen..."	61	6	1.88	"0.01312"
"GO:0045109"	"intermediate filament organization"	17	3	0.52	"0.01434"
"GO:0050482"	"arachidonic acid secretion"	17	3	0.52	"0.01434"
"GO:0032331"	"negative regulation of chondrocyte diffe..."	17	3	0.52	"0.01434"
"GO:0043433"	"negative regulation of DNA-binding trans..."	134	7	4.13	"0.01498"
"GO:0032355"	"response to estradiol"	117	8	3.61	"0.01675"
"GO:0045956"	"positive regulation of calcium ion-depen..."	18	3	0.55	"0.01682"
"GO:0043473"	"pigmentation"	90	5	2.77	"0.01685"
"GO:0030282"	"bone mineralization"	90	10	2.77	"0.01735"
"GO:0001763"	"morphogenesis of a branching structure"	163	14	5.03	"0.01735"
"GO:0001952"	"regulation of cell-matrix adhesion"	102	10	3.14	"0.01753"
"GO:0021516"	"dorsal spinal cord development"	18	5	0.55	"0.01774"
"GO:0071295"	"cellular response to vitamin"	23	3	0.71	"0.01793"
"GO:0007616"	"long-term memory"	33	4	1.02	"0.01798"
"GO:0051592"	"response to calcium ion"	122	9	3.76	"0.01814"
"GO:0045765"	"regulation of angiogenesis"	216	18	6.66	"0.01838"
"GO:0007389"	"pattern specification process"	351	19	10.82	"0.01877"
"GO:0002021"	"response to dietary excess"	19	3	0.59	"0.01953"
"GO:0090103"	"cochlea morphogenesis"	19	3	0.59	"0.01953"
"GO:0032570"	"response to progesterone"	34	4	1.05	"0.01989"
"GO:0030857"	"negative regulation of epithelial cell d..."	34	4	1.05	"0.01989"
"GO:0007267"	"cell-cell signaling"	1404	70	43.29	"0.01994"
"GO:0042493"	"response to drug"	316	17	9.74	"0.02012"
"GO:0001755"	"neural crest cell migration"	52	5	1.6	"0.02155"
"GO:0006955"	"immune response"	1263	36	38.94	"0.02237"
"GO:0003209"	"cardiac atrium morphogenesis"	20	3	0.62	"0.02246"
"GO:0008090"	"retrograde axonal transport"	20	3	0.62	"0.02246"
"GO:0031069"	"hair follicle morphogenesis"	20	3	0.62	"0.02246"
"GO:0060445"	"branching involved in salivary gland mor..."	20	3	0.62	"0.02246"
"GO:0048745"	"smooth muscle tissue development"	20	3	0.62	"0.02246"
"GO:0045165"	"cell fate commitment"	201	18	6.2	"0.02275"
"GO:0071383"	"cellular response to steroid hormone sti..."	175	6	5.4	"0.02360"
"GO:0110110"	"positive regulation of animal organ morp..."	68	7	2.1	"0.02369"
"GO:0006950"	"response to stress"	2947	90	90.86	"0.02384"
"GO:0035725"	"sodium ion transmembrane transport"	138	11	4.25	"0.02392"
"GO:0045668"	"negative regulation of osteoblast differ..."	36	4	1.11	"0.02409"
"GO:0010923"	"negative regulation of phosphatase activ..."	85	5	2.62	"0.02418"
"GO:0007186"	"G protein-coupled receptor signaling pat..."	599	38	18.47	"0.02445"
"GO:0035249"	"synaptic transmission, glutamatergic"	87	8	2.68	"0.02513"
"GO:0044344"	"cellular response to fibroblast growth f..."	114	6	3.51	"0.02560"
"GO:0010721"	"negative regulation of cell development"	286	25	8.82	"0.02642"
"GO:0009408"	"response to heat"	150	7	4.62	"0.02647"
"GO:0016525"	"negative regulation of angiogenesis"	76	6	2.34	"0.02670"
"GO:0001503"	"ossification"	326	25	10.05	"0.02831"
"GO:0030500"	"regulation of bone mineralization"	57	6	1.76	"0.02864"
"GO:0021895"	"cerebral cortex neuron differentiation"	22	3	0.68	"0.02900"
"GO:2000810"	"regulation of bicellular tight junction ..."	22	3	0.68	"0.02900"
"GO:0003203"	"endocardial cushion morphogenesis"	32	6	0.99	"0.02912"
"GO:0050974"	"detection of mechanical stimulus involve..."	21	4	0.65	"0.02935"
"GO:0090075"	"relaxation of muscle"	25	4	0.77	"0.02937"
"GO:0043010"	"camera-type eye development"	278	16	8.57	"0.03015"
"GO:0098743"	"cell aggregation"	17	5	0.52	"0.03056"
"GO:0090257"	"regulation of muscle system process"	181	9	5.58	"0.03064"
"GO:0048634"	"regulation of muscle organ development"	112	6	3.45	"0.03071"
"GO:0031279"	"regulation of cyclase activity"	37	3	1.14	"0.03076"
"GO:0072310"	"glomerular epithelial cell development"	11	2	0.34	"0.03078"
"GO:1901184"	"regulation of ERBB signaling pathway"	82	4	2.53	"0.03079"
"GO:0032943"	"mononuclear cell proliferation"	168	6	5.18	"0.03084"
"GO:0031109"	"microtubule polymerization or depolymeri..."	107	3	3.3	"0.03093"
"GO:0002504"	"antigen processing and presentation of p..."	78	2	2.4	"0.03094"
"GO:0016053"	"organic acid biosynthetic process"	267	7	8.23	"0.03101"
"GO:0010862"	"positive regulation of pathway-restricte..."	39	4	1.2	"0.03131"
"GO:0007623"	"circadian rhythm"	187	8	5.77	"0.03145"
"GO:0009653"	"anatomical structure morphogenesis"	2198	121	67.77	"0.03158"
"GO:0003148"	"outflow tract septum morphogenesis"	23	3	0.71	"0.03261"
"GO:0002092"	"positive regulation of receptor internal..."	23	3	0.71	"0.03261"
"GO:0060122"	"inner ear receptor cell stereocilium org..."	23	3	0.71	"0.03261"
"GO:0007271"	"synaptic transmission, cholinergic"	23	3	0.71	"0.03261"
"GO:0007155"	"cell adhesion"	1111	69	34.25	"0.03314"
"GO:0001558"	"regulation of cell growth"	353	19	10.88	"0.03333"
"GO:0032956"	"regulation of actin cytoskeleton organiz..."	296	12	9.13	"0.03394"
"GO:0000902"	"cell morphogenesis"	926	40	28.55	"0.03421"
"GO:0021766"	"hippocampus development"	75	6	2.31	"0.03477"
"GO:0050803"	"regulation of synapse structure or activ..."	210	13	6.47	"0.03541"
"GO:0035272"	"exocrine system development"	45	6	1.39	"0.03574"
"GO:1902667"	"regulation of axon guidance"	44	5	1.36	"0.03590"
"GO:0060706"	"cell differentiation involved in embryon..."	22	3	0.68	"0.03612"
"GO:0010666"	"positive regulation of cardiac muscle ce..."	10	2	0.31	"0.03623"
"GO:0050930"	"induction of positive chemotaxis"	10	2	0.31	"0.03623"
"GO:0044848"	"biological phase"	10	2	0.31	"0.03623"
"GO:0060379"	"cardiac muscle cell myoblast differentia..."	10	2	0.31	"0.03623"
"GO:1900272"	"negative regulation of long-term synapti..."	10	2	0.31	"0.03623"
"GO:0048484"	"enteric nervous system development"	10	2	0.31	"0.03623"
"GO:0048251"	"elastic fiber assembly"	10	2	0.31	"0.03623"
"GO:0072178"	"nephric duct morphogenesis"	10	2	0.31	"0.03623"
"GO:0014051"	"gamma-aminobutyric acid secretion"	10	2	0.31	"0.03623"
"GO:0042487"	"regulation of odontogenesis of dentin-co..."	10	2	0.31	"0.03623"
"GO:0048678"	"response to axon injury"	68	5	2.1	"0.03629"
"GO:0050771"	"negative regulation of axonogenesis"	68	5	2.1	"0.03629"
"GO:0048665"	"neuron fate specification"	24	3	0.74	"0.03644"
"GO:0021884"	"forebrain neuron development"	24	3	0.74	"0.03644"
"GO:0021522"	"spinal cord motor neuron differentiation"	24	3	0.74	"0.03644"
"GO:0050772"	"positive regulation of axonogenesis"	83	6	2.56	"0.03656"
"GO:0045652"	"regulation of megakaryocyte differentiat..."	51	5	1.57	"0.03656"
"GO:0001525"	"angiogenesis"	381	28	11.75	"0.03657"
"GO:0007189"	"adenylate cyclase-activating G protein-c..."	76	6	2.34	"0.03701"
"GO:0050776"	"regulation of immune response"	579	17	17.85	"0.03783"
"GO:0009887"	"animal organ morphogenesis"	863	59	26.61	"0.03921"
"GO:0030514"	"negative regulation of BMP signaling pat..."	42	4	1.29	"0.03968"
"GO:0050919"	"negative chemotaxis"	42	4	1.29	"0.03968"
"GO:0031954"	"positive regulation of protein autophosp..."	25	3	0.77	"0.04049"
"GO:0042311"	"vasodilation"	25	3	0.77	"0.04049"
"GO:0045992"	"negative regulation of embryonic develop..."	25	3	0.77	"0.04049"
"GO:0009790"	"embryo development"	866	41	26.7	"0.04074"
"GO:0007612"	"learning"	131	7	4.04	"0.04199"
"GO:0050909"	"sensory perception of taste"	32	8	0.99	"0.04233"
"GO:0045599"	"negative regulation of fat cell differen..."	43	4	1.33	"0.04272"
"GO:0048701"	"embryonic cranial skeleton morphogenesis"	43	4	1.33	"0.04272"
"GO:0008038"	"neuron recognition"	46	5	1.42	"0.04301"
"GO:0051954"	"positive regulation of amine transport"	28	4	0.86	"0.04310"
"GO:0010596"	"negative regulation of endothelial cell ..."	37	4	1.14	"0.04315"
"GO:0019430"	"removal of superoxide radicals"	21	3	0.65	"0.04325"
"GO:1905383"	"protein localization to presynapse"	11	2	0.34	"0.04339"
"GO:0021889"	"olfactory bulb interneuron differentiati..."	11	2	0.34	"0.04339"
"GO:0010649"	"regulation of cell communication by elec..."	11	2	0.34	"0.04339"
"GO:0072677"	"eosinophil migration"	11	2	0.34	"0.04339"
"GO:0002544"	"chronic inflammatory response"	11	2	0.34	"0.04339"
"GO:0032536"	"regulation of cell projection size"	11	2	0.34	"0.04339"
"GO:2000193"	"positive regulation of fatty acid transp..."	11	2	0.34	"0.04339"
"GO:0070365"	"hepatocyte differentiation"	11	2	0.34	"0.04339"
"GO:1901386"	"negative regulation of voltage-gated cal..."	11	2	0.34	"0.04339"
"GO:0061314"	"Notch signaling involved in heart develo..."	11	2	0.34	"0.04339"
"GO:0097284"	"hepatocyte apoptotic process"	11	2	0.34	"0.04339"
"GO:0051481"	"negative regulation of cytosolic calcium..."	11	2	0.34	"0.04339"
"GO:2000647"	"negative regulation of stem cell prolife..."	11	2	0.34	"0.04339"
"GO:0035641"	"locomotory exploration behavior"	11	2	0.34	"0.04339"
"GO:0031340"	"positive regulation of vesicle fusion"	11	2	0.34	"0.04339"
"GO:0050918"	"positive chemotaxis"	46	5	1.42	"0.04437"
"GO:0045665"	"negative regulation of neuron differenti..."	205	15	6.32	"0.04470"
"GO:0018146"	"keratan sulfate biosynthetic process"	26	3	0.8	"0.04476"
"GO:0010977"	"negative regulation of neuron projection..."	141	10	4.35	"0.04484"
"GO:0008277"	"regulation of G protein-coupled receptor..."	112	6	3.45	"0.04593"
"GO:2000179"	"positive regulation of neural precursor ..."	47	5	1.45	"0.04882"
"GO:0035909"	"aorta morphogenesis"	27	3	0.83	"0.04924"
"GO:0060325"	"face morphogenesis"	27	3	0.83	"0.04924"
"GO:1900271"	"regulation of long-term synaptic potenti..."	42	5	1.29	"0.05055"
"GO:0001711"	"endodermal cell fate commitment"	12	2	0.37	"0.05103"
"GO:0043374"	"CD8-positive, alpha-beta T cell differen..."	12	2	0.37	"0.05103"
"GO:0021702"	"cerebellar Purkinje cell differentiation"	12	2	0.37	"0.05103"
"GO:0071677"	"positive regulation of mononuclear cell ..."	12	2	0.37	"0.05103"
"GO:0050966"	"detection of mechanical stimulus involve..."	12	2	0.37	"0.05103"
"GO:1901017"	"negative regulation of potassium ion tra..."	12	2	0.37	"0.05103"
"GO:0150146"	"cell junction disassembly"	12	2	0.37	"0.05103"
"GO:0097154"	"GABAergic neuron differentiation"	12	2	0.37	"0.05103"
"GO:0060134"	"prepulse inhibition"	12	2	0.37	"0.05103"
"GO:1902259"	"regulation of delayed rectifier potassiu..."	12	2	0.37	"0.05103"
"GO:1902287"	"semaphorin-plexin signaling pathway invo..."	12	2	0.37	"0.05103"
"GO:1901841"	"regulation of high voltage-gated calcium..."	12	2	0.37	"0.05103"
"GO:0014048"	"regulation of glutamate secretion"	12	2	0.37	"0.05103"
"GO:0008652"	"cellular amino acid biosynthetic process"	69	3	2.13	"0.05120"
"GO:0009791"	"post-embryonic development"	78	6	2.4	"0.05223"
"GO:0042552"	"myelination"	120	7	3.7	"0.05234"
"GO:0051966"	"regulation of synaptic transmission, glu..."	66	5	2.03	"0.05252"
"GO:0043434"	"response to peptide hormone"	363	11	11.19	"0.05375"
"GO:0099560"	"synaptic membrane adhesion"	28	3	0.86	"0.05393"
"GO:0001975"	"response to amphetamine"	28	3	0.86	"0.05393"
"GO:0042417"	"dopamine metabolic process"	28	3	0.86	"0.05393"
"GO:0060322"	"head development"	713	37	21.98	"0.05541"
"GO:0034097"	"response to cytokine"	850	23	26.21	"0.05582"
"GO:0008089"	"anterograde axonal transport"	47	4	1.45	"0.05618"
"GO:0007269"	"neurotransmitter secretion"	163	11	5.03	"0.05744"
"GO:0006807"	"nitrogen compound metabolic process"	7944	200	244.93	"0.05836"
"GO:0030858"	"positive regulation of epithelial cell d..."	46	4	1.42	"0.05866"
"GO:0000578"	"embryonic axis specification"	29	3	0.89	"0.05883"
"GO:0010470"	"regulation of gastrulation"	29	3	0.89	"0.05883"
"GO:0035590"	"purinergic nucleotide receptor signaling..."	24	3	0.74	"0.05893"
"GO:0008593"	"regulation of Notch signaling pathway"	90	5	2.77	"0.05894"
"GO:0099566"	"regulation of postsynaptic cytosolic cal..."	13	2	0.4	"0.05910"
"GO:0072578"	"neurotransmitter-gated ion channel clust..."	13	2	0.4	"0.05910"
"GO:0099640"	"axo-dendritic protein transport"	13	2	0.4	"0.05910"
"GO:0000098"	"sulfur amino acid catabolic process"	13	2	0.4	"0.05910"
"GO:0061029"	"eyelid development in camera-type eye"	13	2	0.4	"0.05910"
"GO:0007350"	"blastoderm segmentation"	13	2	0.4	"0.05910"
"GO:0046135"	"pyrimidine nucleoside catabolic process"	13	2	0.4	"0.05910"
"GO:0016114"	"terpenoid biosynthetic process"	13	2	0.4	"0.05910"
"GO:0042359"	"vitamin D metabolic process"	13	2	0.4	"0.05910"
"GO:0050884"	"neuromuscular process controlling postur..."	13	2	0.4	"0.05910"
"GO:1901881"	"positive regulation of protein depolymer..."	13	2	0.4	"0.05910"
"GO:0060393"	"regulation of pathway-restricted SMAD pr..."	52	8	1.6	"0.05990"
"GO:2000181"	"negative regulation of blood vessel morp..."	78	7	2.4	"0.06017"
"GO:1903508"	"positive regulation of nucleic acid-temp..."	1302	50	40.14	"0.06028"
"GO:0051235"	"maintenance of location"	252	11	7.77	"0.06037"
"GO:0042063"	"gliogenesis"	253	10	7.8	"0.06052"
"GO:0043281"	"regulation of cysteine-type endopeptidas..."	168	7	5.18	"0.06058"
"GO:0038065"	"collagen-activated signaling pathway"	13	2	0.4	"0.06062"
"GO:0099188"	"postsynaptic cytoskeleton organization"	13	2	0.4	"0.06062"
"GO:0046851"	"negative regulation of bone remodeling"	14	2	0.43	"0.06062"
"GO:0042737"	"drug catabolic process"	15	2	0.46	"0.06063"
"GO:0006662"	"glycerol ether metabolic process"	16	2	0.49	"0.06063"
"GO:0042745"	"circadian sleep/wake cycle"	19	2	0.59	"0.06064"
"GO:0008064"	"regulation of actin polymerization or de..."	156	5	4.81	"0.06083"
"GO:0006954"	"inflammatory response"	451	20	13.91	"0.06262"
"GO:0001657"	"ureteric bud development"	85	6	2.62	"0.06343"
"GO:0110111"	"negative regulation of animal organ morp..."	30	3	0.92	"0.06393"
"GO:1902230"	"negative regulation of intrinsic apoptot..."	30	3	0.92	"0.06393"
"GO:0060079"	"excitatory postsynaptic potential"	92	6	2.84	"0.06462"
"GO:0051130"	"positive regulation of cellular componen..."	1041	43	32.1	"0.06530"
"GO:0008016"	"regulation of heart contraction"	196	12	6.04	"0.06626"
"GO:0061351"	"neural precursor cell proliferation"	141	9	4.35	"0.06666"
"GO:0051047"	"positive regulation of secretion"	246	12	7.58	"0.06672"
"GO:0006914"	"autophagy"	486	11	14.98	"0.06684"
"GO:0030308"	"negative regulation of cell growth"	158	9	4.87	"0.06688"
"GO:0033627"	"cell adhesion mediated by integrin"	56	5	1.73	"0.06707"
"GO:0001953"	"negative regulation of cell-matrix adhes..."	30	4	0.92	"0.06713"
"GO:0051048"	"negative regulation of secretion"	131	6	4.04	"0.06746"
"GO:0019896"	"axonal transport of mitochondrion"	14	2	0.43	"0.06758"
"GO:0003222"	"ventricular trabecula myocardium morphog..."	14	2	0.43	"0.06758"
"GO:0060065"	"uterus development"	14	2	0.43	"0.06758"
"GO:0042574"	"retinal metabolic process"	14	2	0.43	"0.06758"
"GO:0060004"	"reflex"	14	2	0.43	"0.06758"
"GO:0090025"	"regulation of monocyte chemotaxis"	14	2	0.43	"0.06758"
"GO:0014821"	"phasic smooth muscle contraction"	14	2	0.43	"0.06758"
"GO:0006206"	"pyrimidine nucleobase metabolic process"	14	2	0.43	"0.06758"
"GO:0007216"	"G protein-coupled glutamate receptor sig..."	14	2	0.43	"0.06758"
"GO:1902430"	"negative regulation of amyloid-beta form..."	14	2	0.43	"0.06758"
"GO:0060749"	"mammary gland alveolus development"	14	2	0.43	"0.06758"
"GO:0010763"	"positive regulation of fibroblast migrat..."	14	2	0.43	"0.06758"
"GO:0045986"	"negative regulation of smooth muscle con..."	14	2	0.43	"0.06758"
"GO:0031669"	"cellular response to nutrient levels"	186	6	5.73	"0.06798"
"GO:0048666"	"neuron development"	1020	47	31.45	"0.06825"
"GO:0006979"	"response to oxidative stress"	371	18	11.44	"0.06874"
"GO:0007157"	"heterophilic cell-cell adhesion via plas..."	31	3	0.96	"0.06922"
"GO:0051899"	"membrane depolarization"	76	10	2.34	"0.07440"
"GO:0042572"	"retinol metabolic process"	32	3	0.99	"0.07471"
"GO:1903793"	"positive regulation of anion transport"	41	5	1.26	"0.07570"
"GO:0007268"	"chemical synaptic transmission"	623	41	19.21	"0.07617"
"GO:0008544"	"epidermis development"	230	18	7.09	"0.07617"
"GO:0021854"	"hypothalamus development"	15	2	0.46	"0.07644"
"GO:0003283"	"atrial septum development"	15	2	0.46	"0.07644"
"GO:0042730"	"fibrinolysis"	15	2	0.46	"0.07644"
"GO:1990000"	"amyloid fibril formation"	15	2	0.46	"0.07644"
"GO:0043217"	"myelin maintenance"	15	2	0.46	"0.07644"
"GO:2000353"	"positive regulation of endothelial cell ..."	15	2	0.46	"0.07644"
"GO:0033630"	"positive regulation of cell adhesion med..."	15	2	0.46	"0.07644"
"GO:0034505"	"tooth mineralization"	15	2	0.46	"0.07644"
"GO:1900746"	"regulation of vascular endothelial growt..."	15	2	0.46	"0.07644"
"GO:0048172"	"regulation of short-term neuronal synapt..."	15	2	0.46	"0.07644"
"GO:0042423"	"catecholamine biosynthetic process"	15	2	0.46	"0.07644"
"GO:0048820"	"hair follicle maturation"	15	2	0.46	"0.07644"
"GO:0006665"	"sphingolipid metabolic process"	134	4	4.13	"0.07700"
"GO:0030512"	"negative regulation of transforming grow..."	74	5	2.28	"0.07793"
"GO:0031333"	"negative regulation of protein-containin..."	117	7	3.61	"0.07953"
"GO:2001259"	"positive regulation of cation channel ac..."	53	4	1.63	"0.08012"
"GO:0007416"	"synapse assembly"	165	12	5.09	"0.08179"
"GO:0001933"	"negative regulation of protein phosphory..."	358	17	11.04	"0.08232"
"GO:0045666"	"positive regulation of neuron differenti..."	342	17	10.54	"0.08245"
"GO:0098742"	"cell-cell adhesion via plasma-membrane a..."	230	14	7.09	"0.08361"
"GO:0090288"	"negative regulation of cellular response..."	134	11	4.13	"0.08364"
"GO:0043542"	"endothelial cell migration"	168	10	5.18	"0.08439"
"GO:0071542"	"dopaminergic neuron differentiation"	32	4	0.99	"0.08507"
"GO:0043113"	"receptor clustering"	53	5	1.63	"0.08553"
"GO:0061548"	"ganglion development"	16	2	0.49	"0.08563"
"GO:0099558"	"maintenance of synapse structure"	16	2	0.49	"0.08563"
"GO:0071636"	"positive regulation of transforming grow..."	16	2	0.49	"0.08563"
"GO:0050965"	"detection of temperature stimulus involv..."	16	2	0.49	"0.08563"
"GO:0031643"	"positive regulation of myelination"	16	2	0.49	"0.08563"
"GO:0055119"	"relaxation of cardiac muscle"	16	2	0.49	"0.08563"
"GO:0030033"	"microvillus assembly"	16	2	0.49	"0.08563"
"GO:0044539"	"long-chain fatty acid import into cell"	16	2	0.49	"0.08563"
"GO:0016137"	"glycoside metabolic process"	16	2	0.49	"0.08563"
"GO:0007158"	"neuron cell-cell adhesion"	16	2	0.49	"0.08563"
