pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_AXON_GUIDANCE	0.114922659672757	0.493214573025496	-0.335184163492548	-1.38823377204037	3855	28	NRP1 SEMA3A
KEGG_VEGF_SIGNALING_PATHWAY	0.857022978009231	0.994463007159904	0.202737751471342	0.664868548797518	34723	14	SRC PTK2 RAC1 PLA2G4A PRKCA AKT1
KEGG_FOCAL_ADHESION	0.893007225564592	0.994463007159904	-0.140863312070056	-0.669901282308298	29537	46	HGF ITGA1 ILK COL5A2 PPP1R12A ITGAV
KEGG_ECM_RECEPTOR_INTERACTION	0.813273505777465	0.994463007159904	-0.188508228413524	-0.707434152252446	27730	20	ITGA1 COL5A2 GP1BB ITGAV
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.18371333605458	0.598799630655586	-0.354498834848201	-1.28834127567553	6300	18	CNTNAP1 ICAM1 CDH4 MPZ ITGAV
KEGG_ADHERENS_JUNCTION	0.894220156839965	0.994463007159904	-0.177891812792691	-0.622279192078943	30787	16	SSX2IP
KEGG_TIGHT_JUNCTION	0.952284782714487	0.994463007159904	0.143739697905227	0.544238255007994	39136	22	SYMPK SRC CSNK2B MYL12B PRKCA CLDN11 AKT1 MAGI2 CSNK2A1
KEGG_GAP_JUNCTION	0.101537626181603	0.482303724362613	0.435846387425511	1.42933692912739	4113	14	ADCY8 GJA1 SRC GNAQ EGFR PRKCA TUBB2A TUBB
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.00495274962996698	0.0588139018558579	-0.666928421870459	-1.99934937900074	173	10	CFI A2M PROS1 TFPI C1S C4A PLAT
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.334427524249081	0.756443209611016	0.338768645958392	1.11097521986819	13549	14	CD74 CIITA
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.969820673567575	0.994463007159904	-0.141584523528457	-0.505214839154845	33259	17	MAPK14 TLR4 FADD RIPK1 MAP3K8 MAP2K1 IRAK4 IKBKE TAB1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.258750250007143	0.702322107162246	-0.385299927562195	-1.19237016008314	9055	11	MAPK14 NLRX1 DDX3X FADD RIPK1 IKBKE TRAF6 IKBKB TRAF3 ISG15
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.612799396856696	0.994463007159904	-0.258310626702997	-0.86475723564977	21132	14	STAT5B IL6ST SPRY4 SPRY3 IRF9 STAT3 SOCS2 LIF SPRY1 CNTFR CBL AKT1 JAK1 STAT2
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.921825143586471	0.994463007159904	-0.170618697192696	-0.584326715173853	31778	15	ICAM1 PPP3R1 MICA MAP2K1 TNFRSF10A PLCG2 ARAF PPP3CA VAV3 ULBP3 VAV2 PRKCA PTK2B SHC4 RAC1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.966694517272177	0.994463007159904	-0.16009151977778	-0.508998577916384	33552	12	MAPK14 PPP3R1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.975529248256521	0.994463007159904	0.157542077257563	0.491044588424118	39306	12	FOS RAC1 AKT1 VAV2 VAV3 PPP3CA PLCG2 IKBKB
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.346660710297074	0.757010276172126	0.352898807415371	1.0999540735986	13967	12	MAP2K4 GAB2 RAC1 PLA2G4A PRKCA AKT1 VAV2
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.311158693853716	0.720977461368365	0.298545727918917	1.13037670435214	12787	22	ARPC3 GAB2 ASAP1 RAC1 PLA2G4A RPS6KB1 PRKCA AKT1 WASL VAV2
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.872054269281817	0.994463007159904	-0.16859115112866	-0.650790719760621	29566	22	ICAM1 MAPK14
KEGG_LONG_TERM_POTENTIATION	0.880050349236123	0.994463007159904	0.195221000503502	0.640217731318334	35656	14	ADCY8 CALM2 GNAQ PRKCA
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.818195323409692	0.994463007159904	-0.175622425360475	-0.712725196231876	27537	26	SORT1 MAPK14 YWHAE RAPGEF1 MAP2K1 IRAK4 NTRK3 PSEN1 YWHAB TRAF6 NGFR RAP1B IKBKB PLCG2 NTRK2 CALM1 CRKL MAP2K5 TP73 RPS6KA6 BAD
KEGG_LONG_TERM_DEPRESSION	0.749142873606269	0.994463007159904	-0.23798229847981	-0.756646271230591	26001	12	GRIA3 PPP2CB GRIA1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	0.952606974192625	0.994463007159904	0.126841110286724	0.586947853380914	39938	46	ARPC3 ITGAE BRK1 TMSB4X PTK2 EGFR ITGB4 F2R RAC1 MYL12B IQGAP3 DOCK1 ITGA7 WASL VAV2 TIAM1 ENAH GNA12 CHRM4 PFN1 ARHGEF4 DIAPH3 ARHGEF12 MYL12A VAV3 CRKL TIAM2 ACTG1 ARAF
KEGG_INSULIN_SIGNALING_PATHWAY	0.954685214484014	0.994463007159904	-0.129442219605488	-0.552441630441702	31980	31	SREBF1 MKNK2 PRKAA1 PPARGC1A RAPGEF1 PRKCI PHKG1 INPP5D FLOT1 PPP1CC MAP2K1 PCK2 PDE3A SOCS2
KEGG_GNRH_SIGNALING_PATHWAY	0.0287934863064397	0.227948433259314	0.494959433874242	1.65914433548941	1166	15	ADCY8 MAP2K4 CALM2 SRC MMP14 GNAQ EGFR PLA2G4A PTK2B PRKCA
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.128663977508862	0.509265895953757	0.372774694137438	1.3691922486284	5262	20	ANAPC11 ADCY8 PDE3B ANAPC13 PLK1 PKMYT1 FZR1 ANAPC10 CDK2 AKT1 IGF1
KEGG_MELANOGENESIS	0.309721194177153	0.720977461368365	0.339017891477167	1.13641558434629	12552	15	ADCY8 FZD5 CALM2 CREB3 GNAQ
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.0954507476447031	0.477253738223515	-0.461400927574685	-1.46698848452941	3312	12	CPT1A ACSL3
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.695410412284998	0.994463007159904	-0.251490760163981	-0.799595378070387	24136	12	DYNC1I2 AQP4
KEGG_ALZHEIMERS_DISEASE	2.36401030708494e-05	0.000379641618312313	0.497589019946091	2.39810394232305	0	54	UQCRQ COX7B NDUFA4 NDUFB9 NDUFA2 LPL NDUFB1 NDUFB6 COX7A2 NDUFS4 NDUFA7 NDUFA3 COX7C COX5A NDUFC1 UQCR10 CALM2 NDUFS3 COX6C CYCS UQCRH GNAQ NDUFS5 APH1A NDUFV2
KEGG_PARKINSONS_DISEASE	2.39773653670935e-05	0.000379641618312313	0.60459710763318	2.71759067983551	0	41	UQCRQ COX7B NDUFA4 NDUFB9 SEPT5 NDUFA2 NDUFB1 NDUFB6 COX7A2 NDUFS4 NDUFA7 NDUFA3 COX7C COX5A NDUFC1 UBE2G1 UQCR10 VDAC3 NDUFS3 COX6C CYCS UQCRH NDUFS5 NDUFV2 COX4I1 VDAC2 COX5B
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.834335260115607	0.994463007159904	-0.20831188416855	-0.680716176275814	28867	13	MAPK14 PPP3R1 GRIA1 RAB5A
KEGG_HUNTINGTONS_DISEASE	2.35737859500236e-05	0.000379641618312313	0.523945993582002	2.57647496969459	0	59	UQCRQ POLR2K COX7B POLR2G NDUFA4 NDUFB9 NDUFA2 NDUFB1 NDUFB6 COX7A2 NDUFS4 TAF4B NDUFA7 NDUFA3 COX7C COX5A NDUFC1 UQCR10 VDAC3 CREB3 NDUFS3 COX6C CYCS DCTN4 UQCRH GNAQ NDUFS5 NDUFV2 TP53 COX4I1 POLR2H VDAC2 COX5B
KEGG_VIBRIO_CHOLERAE_INFECTION	0.907237719654353	0.994463007159904	-0.180173896553568	-0.603175652154087	31286	14	ATP6V0C ATP6V1C1 ATP6V1H
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.727336346406182	0.994463007159904	-0.217429796932568	-0.775852876763607	24943	17	MAPK14 ATP6V0C ATP6V1C1 ATP6V1H
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.84445614827076	0.994463007159904	0.231961678898758	0.678252559007444	33670	10	ARPC3 PRKCA TUBB2A WASL TUBB
KEGG_PATHWAYS_IN_CANCER	0.992389649923896	0.994463007159904	-0.0912283879085424	-0.483696168775208	31947	72	HGF STAT5B FZD7 BMP2 RARB ITGAV TGFB2 MMP2 CTNNB1 MDM2 NCOA4 HSP90B1 HDAC2 GLI2 FN1 RALA
KEGG_COLORECTAL_CANCER	0.702050990942074	0.994463007159904	0.2452388599635	0.80424885720279	28444	14	FOS CYCS RAC1 TP53 BIRC5 AKT1
KEGG_RENAL_CELL_CARCINOMA	0.663904682990943	0.994463007159904	-0.265529295451268	-0.821721432773654	23235	11	HGF TGFB2 RAPGEF1
KEGG_PANCREATIC_CANCER	0.921647720327588	0.994463007159904	0.161704731743582	0.59393748758122	37699	20	E2F1 EGFR RAC1 TP53 CDKN2A JAK1 AKT1 ERBB2 CDK6 BAD RAD51
KEGG_ENDOMETRIAL_CANCER	0.967341924054973	0.994463007159904	-0.164170977402668	-0.508052456290759	33855	11	ILK CTNNB1 MAP2K1 EGF ARAF BAD LEF1 ERBB2 AKT1 TP53 EGFR
KEGG_GLIOMA	0.283829599056604	0.720977461368365	0.327260006905982	1.16253137070799	11552	18	CALM2 E2F1 EGFR SHC4 TP53 CDKN2A PRKCA AKT1 IGF1
KEGG_PROSTATE_CANCER	0.868619877074071	0.994463007159904	0.171584699453552	0.666165867172736	35754	24	E2F1 CREB3 EGFR TP53 FOXO1 GSTP1 CDK2 AKT1 IGF1 ERBB2
KEGG_BASAL_CELL_CARCINOMA	0.52897643174314	0.994463007159904	-0.309619292230516	-0.928191271128598	18583	10	FZD7 BMP2 CTNNB1 GLI2
KEGG_MELANOMA	0.825630558390436	0.994463007159904	-0.193777132724775	-0.691453278237416	28314	17	HGF
KEGG_BLADDER_CANCER	0.852455761546671	0.994463007159904	0.214475295300959	0.668500345695068	34347	12	E2F1 EGFR TP53 CDKN2A
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.974712080372458	0.994463007159904	0.136745691251633	0.49412196919869	39777	19	GAB2 E2F1 SHC4 TP53 CDKN2A
KEGG_ACUTE_MYELOID_LEUKEMIA	0.866332688147558	0.994463007159904	-0.215296679368536	-0.645426507674031	30435	10	STAT5B PIM2 STAT3 MAP2K1 IKBKB ARAF BAD LEF1 AKT1 RPS6KB1
KEGG_SMALL_CELL_LUNG_CANCER	0.881287677250873	0.994463007159904	0.173631972767766	0.647385039816152	36108	21	CKS1B E2F1 CYCS PTK2 TP53 CDK2 AKT1
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.767754931584249	0.994463007159904	0.215735188086039	0.752665450417144	31252	17	E2F1 EGFR TP53 CDKN2A PRKCA AKT1 ERBB2 RXRA CDK6 BAD
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	2.35183443085607e-05	0.000379641618312313	0.843211481389738	4.23213118454635	0	65	HIST1H2AE HIST1H2BL HIST1H2AH HIST1H2BK HIST1H2BD HIST1H2AJ HIST2H2AB HIST1H4D HIST1H2AI HIST1H2BC HIST1H2AM HIST1H2AD HIST1H2BH HIST1H3B HIST1H2AK HIST1H4K HIST1H4C HIST1H2BF HIST3H2BB HIST2H2AC HIST1H3A HIST1H3F HIST1H2AG HIST1H3C HIST1H2BO HIST1H2BI HIST1H4A HIST1H2BG HIST1H4E HIST1H3J HIST2H2BF HIST1H2BJ HIST1H3D HIST1H3I HIST1H2AL HIST2H4A HIST1H2BB HIST1H2BE HIST1H2AC HIST2H2BE HIST1H3H HIST1H3E HIST2H3A HIST2H3C HIST1H2BN HIST1H2BM HIST1H3G HIST2H4B HIST1H2AB HIST1H4J SNRPB HIST2H2AA4 HIST2H2AA3 HIST1H4B
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.134017341040462	0.509265895953757	-0.422530570950618	-1.38073444904573	4636	13	ITGA1 CACNG7 ITGAV TGFB2 ATP2A2 PRKAA1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.353683482670201	0.757010276172126	-0.340662042467895	-1.08310855819807	12275	12	ITGA1 CACNG7 ITGAV ATP2A2 CTNNB1
KEGG_DILATED_CARDIOMYOPATHY	0.358583815028902	0.757010276172126	-0.330374705089122	-1.07958989898316	12406	13	ITGA1 CACNG7 ITGAV TGFB2 ATP2A2
